fingerprint,minutia,score_change
U273X6I_1_1,v9,-0.116493958
U273X6I_1_1,v10,-0.026724773
U273X6I_1_1,v11,-0.177123559
U273X6I_1_1,v12,-0.041443419
B175X6I_1_1,v0,-0.075581944
B175X6I_1_1,v1,-0.043710385
B175X6I_1_1,v2,-0.051228113
B175X6I_1_1,v3,-0.017321176
B175X6I_1_1,v4,-0.124515092
B175X6I_1_1,v5,0.082895686
B175X6I_1_1,v6,-0.182128986
B175X6I_1_1,v7,0.143627336
B175X6I_1_1,v8,0.108562064
B175X6I_1_1,v9,0.143627336
B175X6I_1_1,v10,0.112801432
B175X6I_1_1,v11,-0.180326797
B175X6I_1_1,v12,-0.014735697
B175X6I_1_1,v13,-0.12017218
B175X6I_1_1,v14,0.143627336
B175X6I_1_1,v15,-0.099144064
B175X6I_1_1,v16,-0.145599673
B175X6I_1_1,v17,-0.033936269
B175X6I_1_1,v18,0.117238235
B175X6I_1_1,v19,-0.066456973
B102X0I_1_1,v0,-0.602833137
B102X0I_1_1,v1,-0.4634499
B102X0I_1_1,v2,-0.08236337
B102X0I_1_1,v3,-0.637055621
B102X0I_1_1,v4,-0.456768029
B102X0I_1_1,v5,-0.524791711
B102X0I_1_1,v6,-0.27652791
B102X0I_1_1,v7,-0.165557681
B102X0I_1_1,v8,-0.130058157
B102X0I_1_1,v9,-0.710690251
B102X0I_1_1,v10,-0.087761626
B102X0I_1_1,v11,0.182613298
B102X0I_1_1,v12,0.155780053
B102X0I_1_1,v13,-0.769864366
B102X0I_1_1,v14,0.192721296
B102X0I_1_1,v15,-0.452585192
B102X0I_1_1,v16,0.156431631
B102X0I_1_1,v17,-0.002922417
B148X6I_1_1,v0,-0.006119311
B148X6I_1_1,v1,-0.050760375
B148X6I_1_1,v2,0.004624672
B148X6I_1_1,v3,-0.001217571
B148X6I_1_1,v4,0.071168133
B148X6I_1_1,v5,-0.155861219
B148X6I_1_1,v6,0.010497318
B148X6I_1_1,v7,-0.026289807
B148X6I_1_1,v8,-0.138613291
B148X6I_1_1,v9,-0.079780975
B148X6I_1_1,v10,0.069945109
B148X6I_1_1,v11,-0.02699326
B148X6I_1_1,v12,0.071082961
B148X6I_1_1,v13,0.13253854
B148X6I_1_1,v14,-0.185859242
B148X6I_1_1,v15,-0.101644049
B148X6I_1_1,v16,-0.013877652
B148X6I_1_1,v17,0.074466864
B148X6I_1_1,v18,0.063245679
B148X6I_1_1,v19,-0.060224617
B148X6I_1_1,v20,-0.10090233
B148X6I_1_1,v21,-0.049131062
B148X6I_1_1,v22,-0.067185504
B148X6I_1_1,v23,0.13253854
B148X6I_1_1,v24,-0.085997058
B148X6I_1_1,v25,0.098378222
B148X6I_1_1,v26,0.024960795
B148X6I_1_1,v27,-0.151897872
B148X6I_1_1,v28,-0.16370188
B148X6I_1_1,v29,-0.035206086
B148X6I_1_1,v30,-0.104491393
B148X6I_1_1,v31,-0.059940903
B148X6I_1_1,v32,0.074473005
B148X6I_1_1,v33,-0.135045344
B148X6I_1_1,v34,0.13253854
B148X6I_1_1,v35,0.089392605
B148X6I_1_1,v36,0.076904747
B148X6I_1_1,v37,0.437280886
B148X6I_1_1,v38,0.290500626
U233X6I_1_1,v0,-0.666212394
U233X6I_1_1,v1,-0.369741061
U233X6I_1_1,v2,-0.604683334
U233X6I_1_1,v3,-0.161220712
U233X6I_1_1,v4,-0.242738682
U233X6I_1_1,v5,-0.175555482
U233X6I_1_1,v6,-0.128448465
U233X6I_1_1,v7,-0.008018174
U233X6I_1_1,v8,0.320187447
B166X3I_1_1,v0,0.113179669
B166X3I_1_1,v1,-0.073438604
B166X3I_1_1,v2,0.076514779
B166X3I_1_1,v3,0.098830398
B166X3I_1_1,v4,-0.121949491
B166X3I_1_1,v5,-0.153619639
B166X3I_1_1,v6,-0.204708339
B166X3I_1_1,v7,-0.062428706
B166X3I_1_1,v8,0.131875056
B166X3I_1_1,v9,-7.65E-05
B166X3I_1_1,v10,0.113244677
B172X1I_1_1,v0,-0.123714249
B172X1I_1_1,v1,-0.381267654
B172X1I_1_1,v2,-0.229577535
B172X1I_1_1,v3,0.183069188
B172X1I_1_1,v4,0.10417022
B172X1I_1_1,v5,-0.032411717
B172X1I_1_1,v6,-0.279988465
B172X1I_1_1,v7,0.250390815
B172X1I_1_1,v8,-0.237431142
B172X1I_1_1,v9,-0.319002267
B172X1I_1_1,v10,-0.169479211
B118X8I_1_1,v0,-0.034709005
B118X8I_1_1,v1,0.029756968
B118X8I_1_1,v2,0.012093338
B118X8I_1_1,v3,0.023353508
B118X8I_1_1,v4,0.056667869
B118X8I_1_1,v5,0.054718961
B118X8I_1_1,v6,0.057450755
B118X8I_1_1,v7,-0.010813617
B118X8I_1_1,v8,-0.03849747
B118X8I_1_1,v9,-0.26056648
B118X8I_1_1,v10,0.054718961
B180X4I_1_1,v0,-0.12484357
B180X4I_1_1,v1,-0.038538424
B180X4I_1_1,v2,-0.34369585
B180X4I_1_1,v3,0.023693557
B180X4I_1_1,v4,-0.225231567
B180X4I_1_1,v5,-0.628749789
B180X4I_1_1,v6,-0.294373773
B180X4I_1_1,v7,-0.409067253
U267X3I_1_1,v0,0.225913852
U267X3I_1_1,v1,-0.106777941
U267X3I_1_1,v2,-0.155098985
U267X3I_1_1,v3,0.225913852
U267X3I_1_1,v4,0.148863704
U267X3I_1_1,v5,0.151826277
U267X3I_1_1,v6,-0.332406271
U267X3I_1_1,v7,-0.198540614
U267X3I_1_1,v8,-0.190292659
U267X3I_1_1,v9,0.037224956
U267X3I_1_1,v10,-0.195341598
B116X6I_1_1,v0,-0.897568082
B116X6I_1_1,v1,0.192501089
B116X6I_1_1,v2,-0.897568082
B116X6I_1_1,v3,-0.334567224
B116X6I_1_1,v4,-0.897568082
B116X6I_1_1,v5,0.146689043
B116X6I_1_1,v6,0.336821171
B121X7I_1_1,v0,0.014112198
B121X7I_1_1,v1,-0.044050264
B121X7I_1_1,v2,0.05019923
B121X7I_1_1,v3,-0.058052377
B121X7I_1_1,v4,-0.080074434
B121X7I_1_1,v5,-0.296187189
B121X7I_1_1,v6,0.214223182
B121X7I_1_1,v7,0.369950986
B121X7I_1_1,v8,-0.818540197
B121X7I_1_1,v9,-0.003787333
B121X7I_1_1,v10,-0.902808128
B121X7I_1_1,v11,0.031583362
B121X7I_1_1,v12,-0.527963714
B121X7I_1_1,v13,-0.127002475
B121X7I_1_1,v14,0.042592444
B121X7I_1_1,v15,-0.350292972
B121X7I_1_1,v16,-0.732556346
B121X7I_1_1,v17,-0.6389454
B121X7I_1_1,v18,0.007845077
B121X7I_1_1,v19,-0.141987637
B121X7I_1_1,v20,0.38444817
U217X6I_1_1,v0,-0.092261484
U217X6I_1_1,v1,0.124349905
U217X6I_1_1,v2,0.102427156
U217X6I_1_1,v3,0.083518718
U217X6I_1_1,v4,0.108669513
U217X6I_1_1,v5,0.108669513
U217X6I_1_1,v6,-0.180905867
U217X6I_1_1,v7,-0.177475709
U217X6I_1_1,v8,-0.063447777
U217X6I_1_1,v9,0.007720103
U217X6I_1_1,v10,-0.106902297
G095X6I_1_1,v0,-0.008620207
G095X6I_1_1,v1,-0.000948797
G095X6I_1_1,v2,-0.011843899
G095X6I_1_1,v3,-0.00717632
G095X6I_1_1,v4,-0.012739256
G095X6I_1_1,v5,-0.034462138
G095X6I_1_1,v6,-0.029700314
G095X6I_1_1,v7,0.007474711
G095X6I_1_1,v8,-0.047991337
G095X6I_1_1,v9,-0.024359399
G095X6I_1_1,v10,0.006906589
G095X6I_1_1,v11,0.007474711
G095X6I_1_1,v12,0.000449308
G095X6I_1_1,v13,-0.046928479
G095X6I_1_1,v14,0.007474711
G095X6I_1_1,v15,-0.058313377
G095X6I_1_1,v16,-0.031997532
G095X6I_1_1,v17,0.007489897
G095X6I_1_1,v18,0.007474711
G095X6I_1_1,v19,0.007474711
G095X6I_1_1,v20,0.006474711
G095X6I_1_1,v21,0.009777494
G095X6I_1_1,v22,-0.033766395
G095X6I_1_1,v23,-0.001557776
G095X6I_1_1,v24,0.007474711
G095X6I_1_1,v25,0.007474711
G095X6I_1_1,v26,0.012137735
G095X6I_1_1,v27,0.007474711
G095X6I_1_1,v28,0.007474711
G095X6I_1_1,v29,0.007474711
G095X6I_1_1,v30,0.007474711
G095X6I_1_1,v31,-0.026552202
G095X6I_1_1,v32,-0.003838159
G095X6I_1_1,v33,0.007474711
G095X6I_1_1,v34,0.007474711
G095X6I_1_1,v35,0.007474711
G095X6I_1_1,v36,0.007474711
G095X6I_1_1,v37,0.002220374
G095X6I_1_1,v38,0.011763825
G095X6I_1_1,v39,-0.012600777
G095X6I_1_1,v40,-0.002732158
G095X6I_1_1,v41,0.007474711
G095X6I_1_1,v42,0.000612429
G095X6I_1_1,v43,0.007474711
G095X6I_1_1,v44,-0.011886275
G095X6I_1_1,v45,-0.01227473
G095X6I_1_1,v46,0.009974274
G095X6I_1_1,v47,0.002227332
G095X6I_1_1,v48,0.007474711
G095X6I_1_1,v49,-0.006048728
G095X6I_1_1,v50,-0.016919667
G095X6I_1_1,v51,-0.033590481
G095X6I_1_1,v52,0.002845232
B138X3I_1_1,v0,-0.148594415
B138X3I_1_1,v1,-0.047395834
B138X3I_1_1,v2,0.049394193
B138X3I_1_1,v3,-0.259856406
B138X3I_1_1,v4,0.049394193
B138X3I_1_1,v5,-0.073197416
B138X3I_1_1,v6,0.000366647
B138X3I_1_1,v7,-0.259856406
B138X3I_1_1,v8,0.049394193
B138X3I_1_1,v9,-0.259856406
B138X3I_1_1,v10,0.006734128
B138X3I_1_1,v11,0.027175273
U283X6I_1_1,v0,-0.190800235
U283X6I_1_1,v1,-0.55521171
U283X6I_1_1,v2,-0.269850416
U283X6I_1_1,v3,0.221484336
U283X6I_1_1,v4,-0.386909614
U283X6I_1_1,v5,-0.159246346
U283X6I_1_1,v6,-0.226475282
U283X6I_1_1,v7,-0.374411177
U283X6I_1_1,v8,-0.375268439
U283X6I_1_1,v9,-1.172333305
U283X6I_1_1,v10,0.032952674
U283X6I_1_1,v11,-0.638685782
B188X7I_1_1,v0,0.038413065
B188X7I_1_1,v1,-0.125740776
B188X7I_1_1,v2,0.519306494
B188X7I_1_1,v3,0.143465387
B188X7I_1_1,v4,-0.049101443
B188X7I_1_1,v5,0.110059977
B188X7I_1_1,v6,0.051994624
B188X7I_1_1,v7,0.006239782
B188X7I_1_1,v8,-0.559877893
B188X7I_1_1,v9,0.39093931
B188X7I_1_1,v10,0.522359314
B188X7I_1_1,v11,-0.382792358
B188X7I_1_1,v12,0.019320513
B188X7I_1_1,v13,-0.048695841
U225X6I_1_1,v0,0.649443327
U225X6I_1_1,v1,0.286028304
U225X6I_1_1,v2,-0.139809252
U225X6I_1_1,v3,-0.356340029
U225X6I_1_1,v4,0.286028304
U225X6I_1_1,v5,-0.343502168
U225X6I_1_1,v6,-0.261166973
U225X6I_1_1,v7,-0.200255343
U225X6I_1_1,v8,-0.233990942
U225X6I_1_1,v9,-0.095211059
U225X6I_1_1,v10,-0.283592199
U258X1I_1_1,v0,-0.22763497
U258X1I_1_1,v1,-0.188763587
U258X1I_1_1,v2,-0.267775544
U258X1I_1_1,v3,-0.294022273
U258X1I_1_1,v4,0.255480956
U258X1I_1_1,v5,-0.135195298
U258X1I_1_1,v6,0.100105493
U258X1I_1_1,v7,0.047114957
U258X1I_1_1,v8,-0.233045089
U258X1I_1_1,v9,-0.158480604
U258X1I_1_1,v10,-0.027170981
U258X1I_1_1,v11,0.066752171
U258X1I_1_1,v12,-0.514830827
U258X1I_1_1,v13,-0.224345246
U258X1I_1_1,v14,-0.17434407
B123X1I_1_1,v0,-0.050156194
B123X1I_1_1,v1,-0.190811476
B123X1I_1_1,v2,-0.020755306
B123X1I_1_1,v3,-0.104275852
B123X1I_1_1,v4,-0.316054509
B123X1I_1_1,v5,0.122191053
B123X1I_1_1,v6,0.030551825
B123X1I_1_1,v7,0.115029802
B123X1I_1_1,v8,-0.191347128
B123X1I_1_1,v9,-0.19211883
B123X1I_1_1,v10,-0.29810552
B123X1I_1_1,v11,-0.257976557
B123X1I_1_1,v12,-0.365335941
B123X1I_1_1,v13,-0.154716395
B123X1I_1_1,v14,-0.105606954
B123X1I_1_1,v15,0.060195484
B123X1I_1_1,v16,0.244711011
B123X1I_1_1,v17,-0.01746852
B123X1I_1_1,v18,-0.261870023
B123X1I_1_1,v19,0.062241191
B123X1I_1_1,v20,0.095352777
B123X1I_1_1,v21,0.110038383
B123X1I_1_1,v22,-0.127909012
B123X1I_1_1,v23,-0.089251235
B123X1I_1_1,v24,0.097820955
B123X1I_1_1,v25,0.103768911
B123X1I_1_1,v26,-0.236908916
B123X1I_1_1,v27,0.090820028
B123X1I_1_1,v28,-0.044379091
B123X1I_1_1,v29,-0.174996963
B123X1I_1_1,v30,-0.182512657
B123X1I_1_1,v31,-0.140901026
B123X1I_1_1,v32,-0.267184659
B191X3I_1_1,v0,-0.200738373
B191X3I_1_1,v1,-0.001106309
B191X3I_1_1,v2,0.29306351
B191X3I_1_1,v3,-0.112333993
B191X3I_1_1,v4,-0.590459196
B191X3I_1_1,v5,0.092512502
B191X3I_1_1,v6,0.327830255
B191X3I_1_1,v7,0.012196337
B191X3I_1_1,v8,0.091948355
B191X3I_1_1,v9,0.686571698
B191X3I_1_1,v10,0.047308117
B191X3I_1_1,v11,-0.218902419
G055X3I_1_1,v0,-0.261573209
G055X3I_1_1,v1,-0.223616558
G055X3I_1_1,v2,0.155326267
G055X3I_1_1,v3,-0.036257099
G055X3I_1_1,v4,0.084047277
G055X3I_1_1,v5,0.334649977
G055X3I_1_1,v6,0.00325604
G055X3I_1_1,v7,-0.253788983
G055X3I_1_1,v8,-0.191070869
G055X3I_1_1,v9,-0.067456055
G055X3I_1_1,v10,-0.185457469
G055X3I_1_1,v11,0.164413873
G055X3I_1_1,v12,-0.258933131
G055X3I_1_1,v13,-0.0832154
G055X3I_1_1,v14,0.110010161
G055X3I_1_1,v15,0.08609186
G055X3I_1_1,v16,-0.086482797
G055X3I_1_1,v17,-0.017415399
G055X3I_1_1,v18,-0.23635491
G055X3I_1_1,v19,0.000387623
G055X3I_1_1,v20,-0.224215608
G055X3I_1_1,v21,0.141683275
G055X3I_1_1,v22,-0.004916683
G055X3I_1_1,v23,-0.165670683
G055X3I_1_1,v24,-0.037107105
G055X3I_1_1,v25,-0.058652047
G055X3I_1_1,v26,-0.136155537
G055X3I_1_1,v27,-0.204110116
G055X3I_1_1,v28,0.159888145
G055X3I_1_1,v29,0.135538121
G055X3I_1_1,v30,-0.201514083
G016X8I_1_1,v0,0.047347205
G016X8I_1_1,v1,0.182083714
G016X8I_1_1,v2,0.196854534
G016X8I_1_1,v3,0.166155768
G016X8I_1_1,v4,0.182540119
G016X8I_1_1,v5,0.112496828
G016X8I_1_1,v6,-0.265901551
G016X8I_1_1,v7,-0.303055456
G016X8I_1_1,v8,-0.270599968
G016X8I_1_1,v9,-0.076963259
G016X8I_1_1,v10,-0.194978688
G016X8I_1_1,v11,-0.17618101
G016X8I_1_1,v12,-0.211744007
G016X8I_1_1,v13,-0.175467912
G018X6I_1_1,v0,-0.079969238
G018X6I_1_1,v1,-0.059292556
G018X6I_1_1,v2,-0.082217159
G018X6I_1_1,v3,-0.012471568
G018X6I_1_1,v4,-0.107318978
G018X6I_1_1,v5,0.050799282
G018X6I_1_1,v6,0.002984847
G018X6I_1_1,v7,0.057633945
G018X6I_1_1,v8,-0.117709009
G018X6I_1_1,v9,0.057633945
G018X6I_1_1,v10,0.057633945
G018X6I_1_1,v11,0.057633945
G018X6I_1_1,v12,-0.016920543
G018X6I_1_1,v13,0.057633945
G018X6I_1_1,v14,0.057633945
G018X6I_1_1,v15,0.057633945
G018X6I_1_1,v16,-0.047841457
G018X6I_1_1,v17,-0.143449741
G018X6I_1_1,v18,-0.111533246
G018X6I_1_1,v19,-0.022707653
G018X6I_1_1,v20,-0.098193493
B170X7I_1_1,v0,-0.307286209
B170X7I_1_1,v1,-0.114911504
B170X7I_1_1,v2,-0.074030384
B170X7I_1_1,v3,-0.174767252
B170X7I_1_1,v4,0.096928364
B170X7I_1_1,v5,0.468710788
B170X7I_1_1,v6,0.127434263
B170X7I_1_1,v7,-0.155580095
B170X7I_1_1,v8,0.00871889
B170X7I_1_1,v9,0.029142553
B170X7I_1_1,v10,-0.147524412
B170X7I_1_1,v11,0.2628606
B170X7I_1_1,v12,-0.029387188
B170X7I_1_1,v13,-0.019254946
B170X7I_1_1,v14,-0.298949597
B170X7I_1_1,v15,0.195128996
B170X7I_1_1,v16,-0.092293672
B170X7I_1_1,v17,0.145752443
B170X7I_1_1,v18,0.095641228
B170X7I_1_1,v19,-0.234864722
B170X7I_1_1,v20,-0.10084567
B170X7I_1_1,v21,-0.140402679
B170X7I_1_1,v22,-0.149139951
G001X2I_1_1,v0,-0.508248962
G001X2I_1_1,v1,-0.453747305
G001X2I_1_1,v2,0.32509072
G001X2I_1_1,v3,0.32509072
G001X2I_1_1,v4,-0.768016669
G001X2I_1_1,v5,0.32509072
G001X2I_1_1,v6,0.32509072
G001X2I_1_1,v7,-1.128859862
G001X2I_1_1,v8,-0.477790476
G001X2I_1_1,v9,-0.269338914
G001X2I_1_1,v10,-0.681011561
G001X2I_1_1,v11,0.083583686
G001X2I_1_1,v12,-0.187765778
G001X2I_1_1,v13,-0.397805161
G001X2I_1_1,v14,-0.657112493
G001X2I_1_1,v15,-0.684476857
U221X9I_1_1,v0,-0.70420932
U221X9I_1_1,v1,0.244471762
U221X9I_1_1,v2,-0.70420932
U221X9I_1_1,v3,0.244168253
U221X9I_1_1,v4,0.21751419
U221X9I_1_1,v5,0.186054813
U221X9I_1_1,v6,0.501134764
U221X9I_1_1,v7,-0.160648667
U201X6I_1_1,v0,-0.068968745
U201X6I_1_1,v1,-0.068968745
U201X6I_1_1,v2,0.00787606
U201X6I_1_1,v3,0.049026987
U201X6I_1_1,v4,0.00787606
U201X6I_1_1,v5,0.120418218
U201X6I_1_1,v6,0.00787606
U201X6I_1_1,v7,0.00787606
U201X6I_1_1,v8,0.00787606
U201X6I_1_1,v9,-0.068968745
U201X6I_1_1,v10,0.00787606
U201X6I_1_1,v11,0.00787606
U201X6I_1_1,v12,-0.068968745
U201X6I_1_1,v13,0.00787606
U201X6I_1_1,v14,-0.068968745
U201X6I_1_1,v15,0.00787606
U201X6I_1_1,v16,0.00787606
U201X6I_1_1,v17,0.00787606
U201X6I_1_1,v18,-0.068968745
B120X9I_1_1,v0,-0.257510287
B120X9I_1_1,v1,-0.046992209
B120X9I_1_1,v2,-0.591270885
B120X9I_1_1,v3,-0.476907777
B120X9I_1_1,v4,0.352348825
B120X9I_1_1,v5,-0.521613871
B120X9I_1_1,v6,-0.434682213
B120X9I_1_1,v7,0.501313379
B120X9I_1_1,v8,-0.098184009
B120X9I_1_1,v9,0.018204812
B120X9I_1_1,v10,0.118518813
B120X9I_1_1,v11,0.286921401
B120X9I_1_1,v12,-0.30367201
B120X9I_1_1,v13,-0.171472925
B120X9I_1_1,v14,0.618573109
B120X9I_1_1,v15,-0.50822702
B120X9I_1_1,v16,-0.28011953
B120X9I_1_1,v17,0.116732565
B120X9I_1_1,v18,-0.075346328
B105X2I_1_1,v0,0.088481622
B105X2I_1_1,v1,-0.082316902
B105X2I_1_1,v2,0.056005926
B105X2I_1_1,v3,-0.033197367
B105X2I_1_1,v4,-0.313530653
B105X2I_1_1,v5,-0.001442561
B105X2I_1_1,v6,-0.146754449
B105X2I_1_1,v7,0.259738969
B105X2I_1_1,v8,-0.322387607
B105X2I_1_1,v9,-0.137298804
B105X2I_1_1,v10,-0.321961896
B105X2I_1_1,v11,-0.481005652
B105X2I_1_1,v12,-0.109008683
B105X2I_1_1,v13,-0.177263277
B105X2I_1_1,v14,-0.274775101
B105X2I_1_1,v15,-0.123046448
B105X2I_1_1,v16,-0.086436504
B105X2I_1_1,v17,0.270943282
B105X2I_1_1,v18,0.400123013
B126X1I_1_1,v0,-0.031188195
B126X1I_1_1,v1,-0.174602096
B126X1I_1_1,v2,-0.111332243
B126X1I_1_1,v3,-0.182439042
B126X1I_1_1,v4,0.005669037
B126X1I_1_1,v5,-0.235061885
B126X1I_1_1,v6,-0.011627719
B126X1I_1_1,v7,-0.019355732
B126X1I_1_1,v8,-0.07500733
B126X1I_1_1,v9,-0.110730169
B126X1I_1_1,v10,0.024705144
B126X1I_1_1,v11,-0.124219895
B126X1I_1_1,v12,-0.052986424
B126X1I_1_1,v13,-0.120675425
B126X1I_1_1,v14,-0.204972661
B126X1I_1_1,v15,-0.102665144
B126X1I_1_1,v16,0.039079579
B126X1I_1_1,v17,-0.070715375
B126X1I_1_1,v18,0.059702778
B126X1I_1_1,v19,-0.208634819
B126X1I_1_1,v20,-0.068135634
B126X1I_1_1,v21,-0.151992402
B126X1I_1_1,v22,-0.040340948
B126X1I_1_1,v23,-0.279194619
B126X1I_1_1,v24,-0.054215538
B126X1I_1_1,v25,0.079376239
B126X1I_1_1,v26,-0.016920055
B126X1I_1_1,v27,-0.070618702
B126X1I_1_1,v28,-0.004596225
B126X1I_1_1,v29,-0.146143229
B126X1I_1_1,v30,0.06003521
B126X1I_1_1,v31,-0.030296355
B126X1I_1_1,v32,0.052982178
B126X1I_1_1,v33,0.06003521
B126X1I_1_1,v34,-0.034030601
B126X1I_1_1,v35,0.101887697
B126X1I_1_1,v36,0.095523978
B126X1I_1_1,v37,-0.030764951
B126X1I_1_1,v38,-0.00828131
B126X1I_1_1,v39,-0.019995916
B126X1I_1_1,v40,-0.023605268
B126X1I_1_1,v41,-0.063985001
B126X1I_1_1,v42,0.080388442
B126X1I_1_1,v43,-0.219772881
U204X2I_1_1,v0,0.556692561
U204X2I_1_1,v1,-0.268512038
U204X2I_1_1,v2,-0.336902656
U204X2I_1_1,v3,-0.20442755
U204X2I_1_1,v4,-0.310450313
U204X2I_1_1,v5,-0.334503131
U204X2I_1_1,v6,-0.282088094
U204X2I_1_1,v7,-0.669284033
U204X2I_1_1,v8,-0.355130682
U204X2I_1_1,v9,-0.213499863
U204X2I_1_1,v10,0.409740118
G033X7I_1_1,v0,-0.391354659
G033X7I_1_1,v1,-0.24512168
G033X7I_1_1,v2,-0.874540679
G033X7I_1_1,v3,-0.374534893
G033X7I_1_1,v4,-0.426461693
G033X7I_1_1,v5,-0.454611337
G033X7I_1_1,v6,-0.076994067
G033X7I_1_1,v7,-0.095766605
G033X7I_1_1,v8,-0.31720026
G033X7I_1_1,v9,-0.269745606
G033X7I_1_1,v10,-0.362092881
G033X7I_1_1,v11,-0.385801183
G033X7I_1_1,v12,0.045538272
G033X7I_1_1,v13,-0.420969814
G033X7I_1_1,v14,-0.480846061
G033X7I_1_1,v15,-0.375229369
G033X7I_1_1,v16,-0.192605444
G033X7I_1_1,v17,-0.023086017
G033X7I_1_1,v18,-0.587139112
G033X7I_1_1,v19,-0.525594486
G033X7I_1_1,v20,0.064845099
G033X7I_1_1,v21,0.45952019
G033X7I_1_1,v22,-0.098083062
G033X7I_1_1,v23,0.195737599
G033X7I_1_1,v24,-0.614130536
G033X7I_1_1,v25,-0.446050952
G033X7I_1_1,v26,-0.486841884
G033X7I_1_1,v27,-0.409910063
G033X7I_1_1,v28,-0.21288464
G033X7I_1_1,v29,-0.284041558
G079X1I_1_1,v0,0.016784323
G079X1I_1_1,v1,-0.163284687
G079X1I_1_1,v2,0.021349093
G079X1I_1_1,v3,-0.033607846
G079X1I_1_1,v4,-0.033591117
G079X1I_1_1,v5,-0.049500355
G079X1I_1_1,v6,-0.109345833
G079X1I_1_1,v7,-0.061940493
G079X1I_1_1,v8,-0.230738885
G079X1I_1_1,v9,-0.085109755
G079X1I_1_1,v10,-0.111844821
G079X1I_1_1,v11,-0.103613803
G079X1I_1_1,v12,-0.097111591
G079X1I_1_1,v13,-0.1831426
G079X1I_1_1,v14,0.066255679
G079X1I_1_1,v15,0.04062704
G079X1I_1_1,v16,-0.119538169
G079X1I_1_1,v17,0.120137799
G079X1I_1_1,v18,-0.042706561
G079X1I_1_1,v19,-0.231237828
G079X1I_1_1,v20,-0.216111983
G079X1I_1_1,v21,-0.235771437
G079X1I_1_1,v22,0.066614665
G079X1I_1_1,v23,-0.281183142
G079X1I_1_1,v24,-0.157775496
G079X1I_1_1,v25,-0.277732317
G079X1I_1_1,v26,-0.118726658
G079X1I_1_1,v27,0.020598433
G079X1I_1_1,v28,-0.073830577
G079X1I_1_1,v29,-0.028483582
G079X1I_1_1,v30,-0.089061492
G079X1I_1_1,v31,-0.113138383
G079X1I_1_1,v32,-0.105790255
G079X1I_1_1,v33,0.033834467
G079X1I_1_1,v34,-0.009421014
G079X1I_1_1,v35,-0.03632609
G079X1I_1_1,v36,0.114654225
G079X1I_1_1,v37,-0.08647931
G079X1I_1_1,v38,-0.024996089
G079X1I_1_1,v39,0.02902031
G079X1I_1_1,v40,0.029704132
G079X1I_1_1,v41,0.052525514
G079X1I_1_1,v42,0.077520141
G079X1I_1_1,v43,-0.008992479
G079X1I_1_1,v44,-0.1150366
G079X1I_1_1,v45,0.047127045
G079X1I_1_1,v46,0.135336393
G079X1I_1_1,v47,-0.095010436
G079X1I_1_1,v48,0.031746929
G079X1I_1_1,v49,-0.244391537
G079X1I_1_1,v50,0.156062931
G079X1I_1_1,v51,0.016714231
G079X1I_1_1,v52,0.021564606
G079X1I_1_1,v53,0.040123705
G079X1I_1_1,v54,-0.103316644
G079X1I_1_1,v55,-0.307037595
G079X1I_1_1,v56,0.161907925
G079X1I_1_1,v57,-0.175608662
G079X1I_1_1,v58,-0.160603001
G079X1I_1_1,v59,-0.301399232
G079X1I_1_1,v60,-0.092994811
G079X1I_1_1,v61,-0.070240053
G079X1I_1_1,v62,-0.173337665
G079X1I_1_1,v63,-0.02008373
G079X1I_1_1,v64,-0.21441913
G079X1I_1_1,v65,-0.029684141
G079X1I_1_1,v66,-0.148631088
G079X1I_1_1,v67,-0.158836914
B136X8I_1_1,v0,0.033839548
B136X8I_1_1,v1,0.077344776
B136X8I_1_1,v2,0.053736783
B136X8I_1_1,v3,0.028118226
B136X8I_1_1,v4,-0.105571055
B136X8I_1_1,v5,0.047748648
B136X8I_1_1,v6,-0.01128506
B136X8I_1_1,v7,-0.095101594
B136X8I_1_1,v8,-0.075488343
B136X8I_1_1,v9,0.051475962
B136X8I_1_1,v10,-0.041956152
B136X8I_1_1,v11,0.019634761
B136X8I_1_1,v12,-0.089043193
B136X8I_1_1,v13,-0.072374319
B136X8I_1_1,v14,-0.019631227
B136X8I_1_1,v15,0.043690205
B136X8I_1_1,v16,-0.000935898
B136X8I_1_1,v17,0.044845377
G057X4I_1_1,v0,0.044145772
G057X4I_1_1,v1,-0.01373065
G057X4I_1_1,v2,-0.192242819
G057X4I_1_1,v3,-0.021290111
G057X4I_1_1,v4,-0.027338776
G057X4I_1_1,v5,-0.164807783
G057X4I_1_1,v6,-0.043854594
G057X4I_1_1,v7,-0.213502871
G057X4I_1_1,v8,0.066088228
G057X4I_1_1,v9,-0.027338776
G057X4I_1_1,v10,-0.159849202
G057X4I_1_1,v11,-0.061031522
G057X4I_1_1,v12,-0.004347726
G057X4I_1_1,v13,0.045489275
G057X4I_1_1,v14,-0.116539357
G057X4I_1_1,v15,-0.020403735
G057X4I_1_1,v16,-0.027338776
G057X4I_1_1,v17,0.048970207
G057X4I_1_1,v18,-0.1405591
U249X3I_1_1,v0,0.090225867
U249X3I_1_1,v1,-0.004899569
U249X3I_1_1,v2,0.35747927
U249X3I_1_1,v3,0.131433675
U249X3I_1_1,v4,0.171568605
U249X3I_1_1,v5,-0.10574997
U249X3I_1_1,v6,-0.610908079
U249X3I_1_1,v7,0.466985749
U249X3I_1_1,v8,-0.109958621
